start 4 treads
files:200 largeDict:141063 smallDict:6028 IterSec:7 AllSec:7 
files:400 largeDict:296295 smallDict:17914 IterSec:17 AllSec:24 
files:600 largeDict:501808 smallDict:16533 IterSec:18 AllSec:42 
files:800 largeDict:586667 smallDict:29010 IterSec:14 AllSec:56 
files:1000 largeDict:688394 smallDict:6787 IterSec:17 AllSec:74 
files:1200 largeDict:791799 smallDict:14013 IterSec:19 AllSec:94 
files:1400 largeDict:885924 smallDict:10796 IterSec:17 AllSec:112 
files:1600 largeDict:967005 smallDict:7560 IterSec:17 AllSec:129 
files:1800 largeDict:1041481 smallDict:12100 IterSec:19 AllSec:149 
files:2000 largeDict:1093219 smallDict:7814 IterSec:17 AllSec:166 
files:2200 largeDict:45757 smallDict:38576 IterSec:19 AllSec:185 
files:2400 largeDict:1207816 smallDict:30636 IterSec:16 AllSec:201 
files:2600 largeDict:1239187 smallDict:15116 IterSec:14 AllSec:215 
files:2800 largeDict:1330929 smallDict:63256 IterSec:21 AllSec:237 
files:3000 largeDict:1380032 smallDict:29571 IterSec:19 AllSec:256 
files:3200 largeDict:1423315 smallDict:130575 IterSec:16 AllSec:273 
files:3400 largeDict:1564314 smallDict:5885 IterSec:20 AllSec:293 
files:3600 largeDict:16473 smallDict:5007 IterSec:21 AllSec:314 
files:3800 largeDict:1673797 smallDict:6291 IterSec:20 AllSec:334 
files:4000 largeDict:1738725 smallDict:24572 IterSec:22 AllSec:357 
files:4200 largeDict:1797254 smallDict:14986 IterSec:25 AllSec:382 
files:4400 largeDict:1874092 smallDict:12631 IterSec:23 AllSec:405 
files:4600 largeDict:38211 smallDict:21427 IterSec:24 AllSec:430 
files:4800 largeDict:1999020 smallDict:8658 IterSec:25 AllSec:455 
files:5000 largeDict:2058465 smallDict:37195 IterSec:24 AllSec:480 
files:5200 largeDict:2126222 smallDict:11704 IterSec:27 AllSec:507 
files:5400 largeDict:2179222 smallDict:11153 IterSec:26 AllSec:534 
files:5600 largeDict:2251577 smallDict:46651 IterSec:25 AllSec:560 
files:5800 largeDict:47943 smallDict:12912 IterSec:31 AllSec:591 
files:6000 largeDict:2373240 smallDict:14994 IterSec:24 AllSec:616 
files:6200 largeDict:2418473 smallDict:5128 IterSec:23 AllSec:640 
files:6400 largeDict:2468044 smallDict:8585 IterSec:25 AllSec:665 
files:6600 largeDict:2536578 smallDict:10659 IterSec:31 AllSec:697 
files:6800 largeDict:8135 smallDict:8131 IterSec:27 AllSec:724 
files:7000 largeDict:2657688 smallDict:7756 IterSec:25 AllSec:749 
files:7200 largeDict:2722519 smallDict:70483 IterSec:30 AllSec:779 
files:7400 largeDict:2772428 smallDict:3163 IterSec:25 AllSec:805 
files:7600 largeDict:2821837 smallDict:6405 IterSec:27 AllSec:833 
files:7800 largeDict:2869128 smallDict:87639 IterSec:29 AllSec:862 
files:8000 largeDict:2933900 smallDict:10001 IterSec:31 AllSec:894 
files:8200 largeDict:2974739 smallDict:7025 IterSec:30 AllSec:925 
files:8400 largeDict:3019164 smallDict:10475 IterSec:30 AllSec:955 
files:8600 largeDict:22876 smallDict:12747 IterSec:25 AllSec:980 
files:8800 largeDict:3118471 smallDict:3288 IterSec:26 AllSec:1007 
files:9000 largeDict:3180130 smallDict:8569 IterSec:25 AllSec:1033 
files:9200 largeDict:3235048 smallDict:9089 IterSec:26 AllSec:1059 
files:9400 largeDict:3267538 smallDict:5690 IterSec:27 AllSec:1087 
files:9600 largeDict:3333648 smallDict:54020 IterSec:30 AllSec:1117 
files:9800 largeDict:3383943 smallDict:15252 IterSec:30 AllSec:1148 
files:10000 largeDict:3429797 smallDict:9474 IterSec:31 AllSec:1180 
files:10200 largeDict:3452535 smallDict:7811 IterSec:28 AllSec:1208 
files:10400 largeDict:3526484 smallDict:10289 IterSec:30 AllSec:1238 
files:10600 largeDict:3586500 smallDict:6703 IterSec:31 AllSec:1269 
files:10800 largeDict:3637456 smallDict:32476 IterSec:33 AllSec:1303 
files:11000 largeDict:3661338 smallDict:8399 IterSec:29 AllSec:1333 
files:11200 largeDict:3716598 smallDict:6837 IterSec:32 AllSec:1365 
files:11400 largeDict:3783619 smallDict:6956 IterSec:31 AllSec:1397 
files:11600 largeDict:3835594 smallDict:37165 IterSec:32 AllSec:1429 
files:11800 largeDict:7974 smallDict:5613 IterSec:32 AllSec:1462 
files:12000 largeDict:3935536 smallDict:62468 IterSec:31 AllSec:1494 
files:12200 largeDict:153263 smallDict:29409 IterSec:33 AllSec:1527 
files:12400 largeDict:4027879 smallDict:6755 IterSec:33 AllSec:1560 
files:12600 largeDict:4085538 smallDict:4309 IterSec:34 AllSec:1594 
files:12800 largeDict:4154254 smallDict:11586 IterSec:33 AllSec:1628 
files:13000 largeDict:18784 smallDict:15850 IterSec:30 AllSec:1659 
files:13200 largeDict:4228070 smallDict:5372 IterSec:31 AllSec:1691 
files:13400 largeDict:4279636 smallDict:5851 IterSec:35 AllSec:1726 
files:13600 largeDict:4321571 smallDict:10015 IterSec:34 AllSec:1761 
files:13800 largeDict:13062 smallDict:8040 IterSec:32 AllSec:1794 
files:14000 largeDict:4426345 smallDict:12358 IterSec:35 AllSec:1829 
files:14200 largeDict:4472589 smallDict:7517 IterSec:34 AllSec:1863 
files:14400 largeDict:4542648 smallDict:12457 IterSec:34 AllSec:1898 
files:14600 largeDict:4568539 smallDict:2509 IterSec:32 AllSec:1930 
files:14800 largeDict:4618864 smallDict:11002 IterSec:35 AllSec:1965 
files:15000 largeDict:4625854 smallDict:7069 IterSec:35 AllSec:2001 
files:15200 largeDict:4733195 smallDict:15746 IterSec:35 AllSec:2037 
files:15400 largeDict:4765143 smallDict:2017 IterSec:36 AllSec:2073 
files:15600 largeDict:4813493 smallDict:10748 IterSec:38 AllSec:2111 
files:15800 largeDict:26161 smallDict:17043 IterSec:37 AllSec:2149 
files:16000 largeDict:4883605 smallDict:20169 IterSec:38 AllSec:2187 
files:16200 largeDict:4913157 smallDict:15400 IterSec:37 AllSec:2225 
files:16400 largeDict:4937854 smallDict:5087 IterSec:35 AllSec:2261 
files:16600 largeDict:5002508 smallDict:93588 IterSec:43 AllSec:2304 
files:16800 largeDict:5032493 smallDict:5533 IterSec:41 AllSec:2345 
files:17000 largeDict:5059511 smallDict:9920 IterSec:38 AllSec:2384 
files:17200 largeDict:5106777 smallDict:13108 IterSec:40 AllSec:2424 
files:17400 largeDict:5169515 smallDict:5881 IterSec:39 AllSec:2464 
files:17600 largeDict:5237033 smallDict:2845 IterSec:39 AllSec:2504 
files:17800 largeDict:9516 smallDict:9514 IterSec:38 AllSec:2543 
files:18000 largeDict:11406 smallDict:11404 IterSec:39 AllSec:2582 
files:18200 largeDict:5398948 smallDict:2226 IterSec:43 AllSec:2625 
files:18400 largeDict:5439802 smallDict:15197 IterSec:42 AllSec:2667 
files:18600 largeDict:5937 smallDict:4693 IterSec:42 AllSec:2710 
files:18800 largeDict:11735 smallDict:6324 IterSec:42 AllSec:2753 
files:19000 largeDict:5561257 smallDict:4050 IterSec:44 AllSec:2798 
files:19200 largeDict:5594146 smallDict:74622 IterSec:41 AllSec:2840 
files:19400 largeDict:5672571 smallDict:4580 IterSec:44 AllSec:2884 
files:19600 largeDict:18768 smallDict:17882 IterSec:44 AllSec:2929 
files:19800 largeDict:15164 smallDict:13223 IterSec:46 AllSec:2975 
files:20000 largeDict:5788159 smallDict:101687 IterSec:45 AllSec:3021 
files:20200 largeDict:5834658 smallDict:8472 IterSec:45 AllSec:3066 
files:20400 largeDict:9018 smallDict:4314 IterSec:46 AllSec:3112 
files:20600 largeDict:6388 smallDict:6079 IterSec:45 AllSec:3157 
files:20800 largeDict:5942545 smallDict:46216 IterSec:46 AllSec:3203 
files:21000 largeDict:5990040 smallDict:7914 IterSec:46 AllSec:3250 
files:21200 largeDict:10142 smallDict:4338 IterSec:45 AllSec:3295 
files:21400 largeDict:6228731 smallDict:11118 IterSec:48 AllSec:3344 
files:21600 largeDict:543321 smallDict:6419 IterSec:44 AllSec:3389 
files:21800 largeDict:10668 smallDict:5902 IterSec:48 AllSec:3437 
files:22000 largeDict:15511 smallDict:7772 IterSec:51 AllSec:3489 
files:22200 largeDict:7053 smallDict:5263 IterSec:49 AllSec:3538 
files:22400 largeDict:70581 smallDict:59798 IterSec:49 AllSec:3588 
files:22600 largeDict:6937257 smallDict:10465 IterSec:49 AllSec:3638 
files:22800 largeDict:6964745 smallDict:4789 IterSec:50 AllSec:3688 
files:23000 largeDict:6990549 smallDict:8806 IterSec:50 AllSec:3739 
files:23200 largeDict:7016464 smallDict:158463 IterSec:49 AllSec:3788 
files:23400 largeDict:7062062 smallDict:2143 IterSec:50 AllSec:3838 
files:23600 largeDict:7076520 smallDict:1339 IterSec:51 AllSec:3890 
files:23800 largeDict:7100534 smallDict:10274 IterSec:49 AllSec:3939 
files:24000 largeDict:7121745 smallDict:6240 IterSec:50 AllSec:3990 
files:24200 largeDict:79237 smallDict:31313 IterSec:50 AllSec:4040 
files:24400 largeDict:3556 smallDict:1073 IterSec:54 AllSec:4095 
files:24600 largeDict:12865 smallDict:12713 IterSec:44 AllSec:4139 
files:24800 largeDict:259996 smallDict:758 IterSec:33 AllSec:4173 
files:25000 largeDict:93685 smallDict:3632 IterSec:31 AllSec:4204 
files:25200 largeDict:11600 smallDict:6817 IterSec:33 AllSec:4238 
files:25400 largeDict:5395 smallDict:5394 IterSec:32 AllSec:4271 
files:25600 largeDict:24083 smallDict:20273 IterSec:35 AllSec:4306 
files:25800 largeDict:14625 smallDict:3156 IterSec:36 AllSec:4342 
files:26000 largeDict:13612 smallDict:12201 IterSec:37 AllSec:4380 
files:26200 largeDict:528005 smallDict:4770 IterSec:38 AllSec:4418 
files:26400 largeDict:34825 smallDict:1975 IterSec:39 AllSec:4458 
files:26600 largeDict:589513 smallDict:8905 IterSec:40 AllSec:4498 
files:26800 largeDict:18904 smallDict:8018 IterSec:39 AllSec:4538 
files:27000 largeDict:9843 smallDict:9842 IterSec:39 AllSec:4578 
files:27200 largeDict:615269 smallDict:5744 IterSec:39 AllSec:4617 
files:27400 largeDict:69200 smallDict:11309 IterSec:41 AllSec:4659 
files:27600 largeDict:19888 smallDict:9486 IterSec:44 AllSec:4704 
files:27800 largeDict:798542 smallDict:21786 IterSec:45 AllSec:4749 
files:28000 largeDict:9030 smallDict:7942 IterSec:46 AllSec:4796 
files:28200 largeDict:35570 smallDict:4959 IterSec:47 AllSec:4844 
files:28400 largeDict:857814 smallDict:6531 IterSec:48 AllSec:4893 
files:28600 largeDict:11885 smallDict:8164 IterSec:50 AllSec:4944 
files:28800 largeDict:492078 smallDict:19074 IterSec:52 AllSec:4996 
files:29000 largeDict:14208 smallDict:3454 IterSec:53 AllSec:5050 
files:29200 largeDict:8104 smallDict:8104 IterSec:54 AllSec:5104 
files:29400 largeDict:13291 smallDict:5946 IterSec:55 AllSec:5160 
files:29600 largeDict:21098 smallDict:3279 IterSec:57 AllSec:5217 
files:29800 largeDict:1113837 smallDict:19573 IterSec:58 AllSec:5275 
files:30000 largeDict:1084793 smallDict:24602 IterSec:60 AllSec:5336 
files:30200 largeDict:7635870 smallDict:1488 IterSec:61 AllSec:5397 
files:30400 largeDict:5041 smallDict:1747 IterSec:65 AllSec:5462 
files:30600 largeDict:35099 smallDict:6784 IterSec:66 AllSec:5528 
files:30800 largeDict:13508 smallDict:6728 IterSec:67 AllSec:5596 
files:31000 largeDict:44600 smallDict:13844 IterSec:68 AllSec:5664 
files:31200 largeDict:11036 smallDict:11035 IterSec:69 AllSec:5734 
files:31400 largeDict:85703 smallDict:2367 IterSec:71 AllSec:5805 
files:31600 largeDict:257682 smallDict:3626 IterSec:75 AllSec:5881 
files:31800 largeDict:1384783 smallDict:3269 IterSec:78 AllSec:5960 
files:32000 largeDict:108912 smallDict:2186 IterSec:76 AllSec:6037 
files:32200 largeDict:138377 smallDict:14579 IterSec:78 AllSec:6115 
files:32400 largeDict:147001 smallDict:2684 IterSec:78 AllSec:6193 
files:32600 largeDict:983788 smallDict:5715 IterSec:80 AllSec:6274 
files:32800 largeDict:1459282 smallDict:7956 IterSec:80 AllSec:6355 
files:33000 largeDict:37609 smallDict:9180 IterSec:80 AllSec:6435 
files:33200 largeDict:1457311 smallDict:3758 IterSec:79 AllSec:6514 
files:33400 largeDict:130968 smallDict:1602 IterSec:82 AllSec:6596 
files:33600 largeDict:108819 smallDict:9265 IterSec:82 AllSec:6679 
files:33800 largeDict:1478138 smallDict:12088 IterSec:84 AllSec:6763 
files:34000 largeDict:7779420 smallDict:3444 IterSec:87 AllSec:6851 
files:34200 largeDict:151984 smallDict:7193 IterSec:90 AllSec:6942 
files:34400 largeDict:1541569 smallDict:6804 IterSec:90 AllSec:7032 
files:34600 largeDict:669376 smallDict:7657 IterSec:93 AllSec:7125 
files:34800 largeDict:1471242 smallDict:5305 IterSec:93 AllSec:7218 
files:35000 largeDict:7807204 smallDict:5077 IterSec:97 AllSec:7316 
files:35200 largeDict:53701 smallDict:7699 IterSec:93 AllSec:7410 
files:35400 largeDict:1649750 smallDict:8595 IterSec:93 AllSec:7503 
files:35600 largeDict:856264 smallDict:2673 IterSec:94 AllSec:7597 
files:35800 largeDict:159839 smallDict:4204 IterSec:96 AllSec:7694 
files:36000 largeDict:467674 smallDict:5218 IterSec:96 AllSec:7790 
files:36200 largeDict:1238256 smallDict:1406 IterSec:99 AllSec:7889 
files:36400 largeDict:224586 smallDict:10063 IterSec:101 AllSec:7991 
files:36600 largeDict:234174 smallDict:2453 IterSec:103 AllSec:8094 
files:36800 largeDict:1621977 smallDict:2791 IterSec:103 AllSec:8198 
files:37000 largeDict:277487 smallDict:907 IterSec:107 AllSec:8305 
files:37200 largeDict:291203 smallDict:1027 IterSec:108 AllSec:8414 
